user_id,user_name,anime_id,anime_title,score,status,progress
2,matchai,2167,Clannad,94,COMPLETED,23
2,matchai,2397,Digimon: Our War Game,0,COMPLETED,1
2,matchai,2476,School Days (TV),60,COMPLETED,12
2,matchai,2961,Digimon Adventure (Movie),0,COMPLETED,1
2,matchai,2993,Rosario + Vampire,70,COMPLETED,13
2,matchai,2994,Death Note: Relight,0,COMPLETED,2
2,matchai,3085,Indian Summer,0,COMPLETED,3
2,matchai,3503,Kanokon: The Girl Who Cried Fox,0,COMPLETED,12
2,matchai,3613,Library War,50,COMPLETED,12
2,matchai,3759,School Days: Valentine Days,0,COMPLETED,1
2,matchai,4181,Clannad: After Story,91,COMPLETED,24
2,matchai,4214,Rosario + Vampire Capu2,78,COMPLETED,13
2,matchai,4224,Toradora!,90,COMPLETED,25
2,matchai,4382,The Melancholy of Haruhi Suzumiya (2009),60,COMPLETED,14
2,matchai,5081,Bakemonogatari,85,COMPLETED,15
2,matchai,5114,Fullmetal Alchemist: Brotherhood,84,COMPLETED,64
2,matchai,5118,The Melancholy of Haruhi-chan Suzumiya,70,COMPLETED,25
2,matchai,5152,Dragon Ball: Yo! Son Goku and His Friends Return!!,0,COMPLETED,1
2,matchai,5680,K-ON!,85,COMPLETED,13
2,matchai,5957,Nyoron! Churuya-san,60,COMPLETED,13
2,matchai,6127,Toradora!: SOS! Hurray for Foodies,50,COMPLETED,4
2,matchai,6205,Kämpfer,70,COMPLETED,12
2,matchai,6361,ef: a tale of memories. - prologue,0,COMPLETED,1
2,matchai,6443,AIKa ZERO,0,COMPLETED,3
2,matchai,6547,Angel Beats!,91,COMPLETED,13
2,matchai,6746,Durarara!!,90,COMPLETED,24
2,matchai,6791,Kanokon: Manatsu no Dai Shanikusai,0,COMPLETED,2
2,matchai,6862,K-ON!: Live House!,0,COMPLETED,1
2,matchai,6880,Deadman Wonderland,80,COMPLETED,12
2,matchai,7017,K-ON! Season 1 Shorts,0,COMPLETED,7
2,matchai,7148,Ladies Versus Butlers,50,COMPLETED,12
2,matchai,7311,The Disappearance of Haruhi Suzumiya,97,COMPLETED,1
2,matchai,7396,Shuffle! Prologue,0,COMPLETED,1
2,matchai,7593,kiss×sis (TV),0,COMPLETED,12
2,matchai,7711,The Secret World of Arrietty,0,COMPLETED,1
2,matchai,7782,Kämpfer Picture Drama,0,COMPLETED,1
2,matchai,7791,K-ON! Season 2,85,COMPLETED,26
2,matchai,7817,Yamada's First Time: B Gata H Kei,0,COMPLETED,12
2,matchai,7875,Kanokon: Manatsu no Dai Shanikusai Specials,0,COMPLETED,2
2,matchai,7897,Issho ni Sleeping: Sleeping with Hinako,0,COMPLETED,1
2,matchai,8074,High School of the Dead,70,COMPLETED,12
2,matchai,8302,Ladies versus Butlers! Specials,0,COMPLETED,6
2,matchai,8408,Durarara!! Specials,87,COMPLETED,2
2,matchai,8460,Mirai Nikki OVA,81,COMPLETED,1
2,matchai,8525,The World God Only Knows,87,COMPLETED,12
2,matchai,8619,Ladies versus Butlers! Tokuten Disc Music Clip,0,COMPLETED,1
2,matchai,8630,Aria the Scarlet Ammo,60,COMPLETED,12
2,matchai,8675,Seitokai Yakuindomo,50,COMPLETED,13
2,matchai,8769,Oreimo,87,COMPLETED,12
2,matchai,8841,Is this a Zombie?,60,COMPLETED,12
2,matchai,8857,Nichijou - My Ordinary Life: Episode 0,0,COMPLETED,1
2,matchai,8861,Yosuga no Sora: In Solitude Where We are Least Alone,60,COMPLETED,12
2,matchai,8876,Koe de Oshigoto,78,COMPLETED,2
2,matchai,9062,Angel Beats! Specials,0,COMPLETED,2
2,matchai,9203,K-ON! Season 2 Shorts,74,COMPLETED,9
2,matchai,9253,Steins;Gate,94,COMPLETED,24
2,matchai,9289,Hanasaku Iroha ~Blossoms for Tomorrow~,83,COMPLETED,26
2,matchai,9515,High School of the Dead: Drifters of the Dead,0,COMPLETED,1
2,matchai,9617,K-ON!: The Movie,85,COMPLETED,1
2,matchai,9675,The World God Only Knows: Flag 0,0,COMPLETED,1
2,matchai,9734,K-ON! Season 2: Plan!,0,COMPLETED,1
2,matchai,9756,Puella Magi Madoka Magica,96,COMPLETED,12
2,matchai,9919,Blue Exorcist,70,COMPLETED,25
2,matchai,9922,We Without Wings – Under the Innocent Sky,0,COMPLETED,12
2,matchai,9989,Anohana: The Flower We Saw That Day,95,COMPLETED,11
2,matchai,10020,Oreimo (ONA),87,COMPLETED,4
2,matchai,10067,Angel Beats!: Another Epilogue,0,COMPLETED,1
2,matchai,10076,Kämpfer für die Liebe,0,COMPLETED,2
2,matchai,10079,A Bridge to the Starry Skies,70,COMPLETED,12
2,matchai,10080,The World God Only Knows II,88,COMPLETED,12
2,matchai,10087,Fate/Zero,98,COMPLETED,13
2,matchai,10110,Mayo Chiki!,83,COMPLETED,13
2,matchai,10163,[C] - CONTROL - The Money and Soul of Possibility,0,COMPLETED,11
2,matchai,10418,Deadman Wonderland: The Red Knife Wielder,50,COMPLETED,1
2,matchai,10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,0,COMPLETED,1
2,matchai,10604,Aria the Scarlet Ammo Special,0,COMPLETED,1
2,matchai,10620,The Future Diary,82,COMPLETED,26
2,matchai,10805,The World God Only Knows: 4 Girls and an Idol,0,COMPLETED,1
2,matchai,10838,Double-J,50,COMPLETED,11
2,matchai,10863,Steins;Gate: Egoistic Poriomania,90,COMPLETED,1
2,matchai,10897,Haganai: Episode 0,0,COMPLETED,1
2,matchai,11161,A Bridge to the Starry Skies OVA,60,COMPLETED,1
2,matchai,11266,Blue Exorcist: Runaway Kuro,0,COMPLETED,1
2,matchai,11433,Waiting in the Summer,76,COMPLETED,12
2,matchai,11499,Sankarea: Undying Love,60,COMPLETED,12
2,matchai,11553,Toradora!: Bento Battle,0,COMPLETED,1
2,matchai,11617,High School DxD,0,COMPLETED,12
2,matchai,11737,Blue Exorcist: The Movie,70,COMPLETED,1
2,matchai,11757,Sword Art Online,70,COMPLETED,25
2,matchai,11887,Kokoro Connect,85,COMPLETED,13
2,matchai,11979,Puella Magi Madoka Magica the Movie Part 2: Eternal,0,COMPLETED,1
2,matchai,11981,Puella Magi Madoka Magica the Movie -Rebellion-,70,COMPLETED,1
2,matchai,12231,Dragon Ball: Episode of Bardock,0,COMPLETED,1
2,matchai,12355,Wolf Children,92,COMPLETED,1
2,matchai,13161,Aesthetica of a Rogue Hero,50,COMPLETED,12
2,matchai,13367,NAKAIMO - My Little Sister Is Among Them!,70,COMPLETED,12
2,matchai,13601,PSYCHO-PASS,83,COMPLETED,22
2,matchai,13659,Oreimo 2,90,COMPLETED,13
2,matchai,14227,My Little Monster,70,COMPLETED,13
2,matchai,14353,Death Billiards,0,COMPLETED,1
2,matchai,15039,Anohana the Movie: The Flower We Saw That Day,0,COMPLETED,1
2,matchai,15117,The World God Only Knows: Tenri Arc,87,COMPLETED,2
2,matchai,15451,High School DxD NEW,0,COMPLETED,12
2,matchai,15583,Date A Live,60,COMPLETED,12
2,matchai,15609,"NAKAIMO - My Little Sister Is Among Them!: Ani, Imouto, Koibito",70,COMPLETED,1
2,matchai,15809,The Devil is a Part-Timer!,70,COMPLETED,13
2,matchai,16001,Kokoro Connect ~ The OVAs,50,COMPLETED,4
2,matchai,16498,Attack on Titan,93,COMPLETED,25
2,matchai,16592,Danganronpa: The Animation,71,COMPLETED,13
2,matchai,16706,The World God Only Knows: Goddesses,89,COMPLETED,11
2,matchai,18857,Oreimo 2 (ONA),87,COMPLETED,3
2,matchai,18679,Kill la Kill,86,COMPLETED,24
2,matchai,14349,Little Witch Academia,0,COMPLETED,1
2,matchai,16782,The Garden of Words,84,COMPLETED,1
2,matchai,11977,Puella Magi Madoka Magica the Movie Part 1: Beginnings,0,COMPLETED,1
2,matchai,16662,The Wind Rises,75,COMPLETED,0
2,matchai,20527,One Week Friends,69,COMPLETED,12
2,matchai,19815,"No Game, No Life",79,COMPLETED,12
2,matchai,20605,Tokyo Ghoul,78,COMPLETED,12
2,matchai,20661,Terror in Resonance,0,COMPLETED,11
2,matchai,20513,PSYCHO-PASS 2,60,COMPLETED,11
2,matchai,20931,Death Parade,0,COMPLETED,12
2,matchai,1192,Kakurenbo: Hide and Seek,0,COMPLETED,1
2,matchai,14837,Dragon Ball Z: Battle of Gods,0,COMPLETED,1
2,matchai,11741,Fate/Zero Season 2,98,COMPLETED,12
2,matchai,21087,One-Punch Man,90,COMPLETED,12
2,matchai,21234,ERASED,89,COMPLETED,12
2,matchai,1575,Code Geass: Lelouch of the Rebellion,81,COMPLETED,25
2,matchai,21709,Yuri!!! on ICE,0,COMPLETED,12
2,matchai,97731,Shelter,0,COMPLETED,1
2,matchai,97592,Interviews with Monster Girls,79,COMPLETED,12
2,matchai,21519,Your Name.,95,COMPLETED,1
2,matchai,21685,Eromanga Sensei,65,COMPLETED,12
2,matchai,20958,Attack on Titan Season 2,93,COMPLETED,12
2,matchai,30,Neon Genesis Evangelion,0,COMPLETED,26
2,matchai,19603,Fate/stay night: Unlimited Blade Works,79,COMPLETED,13
2,matchai,20792,Fate/stay night: Unlimited Blade Works 2nd Season,79,COMPLETED,13
2,matchai,99394,Interviews with Monster Girls: The Demi-chans' Summer Break,0,COMPLETED,1
2,matchai,97986,Made in Abyss,91,COMPLETED,13
2,matchai,98291,Tsuredure Children,80,COMPLETED,12
2,matchai,5042,Kiss x Sis,0,COMPLETED,12
2,matchai,268,GOLDEN BOY,0,COMPLETED,0
2,matchai,21459,My Hero Academia,92,COMPLETED,13
2,matchai,21875,"No Game, No Life Zero",70,COMPLETED,1
2,matchai,21856,My Hero Academia Season 2,97,COMPLETED,25
2,matchai,100166,My Hero Academia Season 3,93,COMPLETED,25
2,matchai,20623,Parasyte -the maxim-,75,COMPLETED,24
2,matchai,21355,Re:ZERO -Starting Life in Another World-,60,COMPLETED,25
2,matchai,20791,Fate/stay night [Heaven's Feel] I. presage flower,85,COMPLETED,1
2,matchai,21624,Steins;Gate 0: 23β -Divide by Zero-,0,COMPLETED,1
2,matchai,21827,Violet Evergarden,92,COMPLETED,13
2,matchai,98549,Pop Team Epic,0,COMPLETED,12
2,matchai,10012,Carnival Phantasm,0,COMPLETED,12
2,matchai,14175,Hanasaku Iroha the Movie ~ HOME SWEET HOME ~,0,COMPLETED,1
2,matchai,97857,OneRoom,40,COMPLETED,12
2,matchai,100178,Liz and the Blue Bird,0,COMPLETED,1
2,matchai,32,Neon Genesis Evangelion: The End of Evangelion,0,COMPLETED,1
2,matchai,100723,My Hero Academia: Two Heroes,78,COMPLETED,1
2,matchai,103047,Violet Evergarden: the Movie,0,COMPLETED,1
2,matchai,106286,Weathering With You,0,COMPLETED,1
2,matchai,11577,Steins;Gate The Movie – Load Region of Déjà Vu,78,COMPLETED,1
2,matchai,101432,Violet Evergarden: Special,0,COMPLETED,1
2,matchai,99425,Promare,0,COMPLETED,1
2,matchai,12477,Patema Inverted,82,COMPLETED,1
2,matchai,2759,Evangelion: 1.0 You Are (Not) Alone,0,COMPLETED,1
2,matchai,108553,My Hero Academia: Heroes Rising,0,COMPLETED,1
2,matchai,99750,I Want to Eat Your Pancreas,68,COMPLETED,1
2,matchai,20954,A Silent Voice,0,COMPLETED,1
2,matchai,100643,Made in Abyss: Dawn of the Deep Soul,0,COMPLETED,1
2,matchai,113596,"Josee, the Tiger and the Fish",0,COMPLETED,1
2,matchai,8142,Colorful ~ The Motion Picture,0,COMPLETED,1
2,matchai,142770,Suzume,85,COMPLETED,1
2,matchai,6351,"Clannad: Another World, Kyou Chapter",0,COMPLETED,1
2,matchai,4059,"Clannad: Another World, Tomoyo Chapter",0,COMPLETED,1
2,matchai,513,Castle in the Sky,0,COMPLETED,1
2,matchai,20691,Attack on Titan Part I: Crimson Bow and Arrow,0,COMPLETED,1
2,matchai,20692,Attack on Titan Part II: Wings of Freedom,0,COMPLETED,1
2,matchai,100465,Attack on Titan: The Roar of Awakening,0,COMPLETED,1
2,matchai,79,SHUFFLE!,100,COMPLETED,24
2,matchai,2025,Darker than Black,0,DROPPED,5
2,matchai,4975,ChäoS;HEAd,40,DROPPED,6
2,matchai,6747,Dance in the Vampire Bund,0,DROPPED,2
2,matchai,7627,Mitsudomoe,0,DROPPED,6
2,matchai,8241,Rio: Rainbow Gate!,0,DROPPED,2
2,matchai,9863,SKET Dance,0,DROPPED,3
2,matchai,10209,Is this a Zombie? OVA,0,DROPPED,1
2,matchai,10397,Mashiroiro Symphony,0,DROPPED,2
2,matchai,10572,Ro-Kyu-Bu ~ Fast Break!,0,DROPPED,2
2,matchai,10578,C3,50,DROPPED,2
2,matchai,10719,Haganai,0,DROPPED,2
2,matchai,11285,Black Rock Shooter,50,DROPPED,2
2,matchai,11633,Blood Lad,0,DROPPED,4
2,matchai,11761,Medaka Box,0,DROPPED,2
2,matchai,11785,Nyaruko: Crawling with Love!,0,DROPPED,4
2,matchai,12293,Campione!,0,DROPPED,3
2,matchai,14467,K,0,DROPPED,6
2,matchai,16512,Devil Survivor 2: The Animation,50,DROPPED,3
2,matchai,20850,Tokyo Ghoul √A,0,DROPPED,3
2,matchai,21647,Orange,0,DROPPED,2
2,matchai,97994,BLEND-S,0,DROPPED,10
2,matchai,99423,DARLING in the FRANXX,0,DROPPED,4
2,matchai,13655,Little Busters!,60,PAUSED,14
2,matchai,18507,Free! -Iwatobi Swim Club-,0,PAUSED,6
2,matchai,14741,"Love, Chunibyo & Other Delusions",0,PAUSED,5
2,matchai,20665,Your lie in April,0,CURRENT,12
2,matchai,100855,Today's Menu for the Emiya Family,0,CURRENT,10
2,matchai,11061,Hunter x Hunter (2011),0,CURRENT,6
2,matchai,2904,Code Geass: Lelouch of the Rebellion R2,0,CURRENT,4
2,matchai,99147,Attack on Titan Season 3,0,CURRENT,1
2,matchai,101291,Rascal Does Not Dream of Bunny Girl Senpai,0,CURRENT,6
2,matchai,101759,The Promised Neverland,0,CURRENT,5
2,matchai,97668,One-Punch Man Season 2,0,CURRENT,8
2,matchai,20464,HAIKYU!!,0,CURRENT,1
2,matchai,104276,My Hero Academia Season 4,0,CURRENT,15
2,matchai,118419,The Day I Became a God,0,CURRENT,2
2,matchai,20997,Charlotte,0,CURRENT,3
2,matchai,140960,SPY x FAMILY,0,CURRENT,2
2,matchai,114745,Made in Abyss: The Golden City of the Scorching Sun,0,CURRENT,2
2,matchai,127230,Chainsaw Man,0,CURRENT,3
2,matchai,170206,Scott Pilgrim Takes Off,0,CURRENT,2
2,matchai,150672,Oshi No Ko,0,CURRENT,1
5,kaotikmynd,17,Hungry Heart: Wild Striker,80,COMPLETED,52
5,kaotikmynd,20,Naruto,90,COMPLETED,220
5,kaotikmynd,27,Trinity Blood,80,COMPLETED,24
5,kaotikmynd,47,Akira,70,COMPLETED,1
5,kaotikmynd,53,Ai Yori Aoshi,80,COMPLETED,24
5,kaotikmynd,68,Black Cat,70,COMPLETED,23
5,kaotikmynd,71,Full Metal Panic!,90,COMPLETED,24
5,kaotikmynd,72,Full Metal Panic? Fumoffu,70,COMPLETED,12
5,kaotikmynd,73,Full Metal Panic! The Second Raid,90,COMPLETED,13
5,kaotikmynd,93,Mobile Suit Gundam Seed,80,COMPLETED,50
5,kaotikmynd,102,Love You Baby,70,COMPLETED,26
5,kaotikmynd,117,El Hazard: The Magnificent World,90,COMPLETED,7
5,kaotikmynd,119,Final Approach,80,COMPLETED,13
5,kaotikmynd,121,Fullmetal Alchemist,90,COMPLETED,51
5,kaotikmynd,127,Gate Keepers,70,COMPLETED,24
5,kaotikmynd,150,Blood+,80,COMPLETED,50
5,kaotikmynd,155,X,80,COMPLETED,1
5,kaotikmynd,165,RahXephon,70,COMPLETED,26
5,kaotikmynd,168,s-CRY-ed,70,COMPLETED,26
5,kaotikmynd,180,Vandread,80,COMPLETED,13
5,kaotikmynd,181,Vandread: The Second Stage,80,COMPLETED,13
5,kaotikmynd,182,Vision of Escaflowne,70,COMPLETED,26
5,kaotikmynd,189,Love Hina,80,COMPLETED,24
5,kaotikmynd,207,Record of Lodoss War,80,COMPLETED,13
5,kaotikmynd,218,Martian Successor Nadesico,90,COMPLETED,26
5,kaotikmynd,219,Martian Successor Nadesico: The Prince of Darkness,80,COMPLETED,1
5,kaotikmynd,237,Eureka Seven,90,COMPLETED,50
5,kaotikmynd,246,Rave Master,80,COMPLETED,51
5,kaotikmynd,266,Gunparade March,80,COMPLETED,12
5,kaotikmynd,290,Crest of the Stars,80,COMPLETED,13
5,kaotikmynd,329,Planetes,90,COMPLETED,26
5,kaotikmynd,355,Shakugan no Shana,80,COMPLETED,24
5,kaotikmynd,356,Fate/stay night,70,COMPLETED,24
5,kaotikmynd,400,Outlaw Star,90,COMPLETED,26
5,kaotikmynd,419,Samurai Deeper Kyo,80,COMPLETED,26
5,kaotikmynd,430,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,80,COMPLETED,1
5,kaotikmynd,431,Howl‘s Moving Castle,100,COMPLETED,1
5,kaotikmynd,469,Karin: Chibi Vampire,70,COMPLETED,24
5,kaotikmynd,478,Aquarion,80,COMPLETED,26
5,kaotikmynd,570,Jin-Roh: The Wolf Brigade,70,COMPLETED,1
5,kaotikmynd,576,Magikano,70,COMPLETED,13
5,kaotikmynd,590,Guardian Ninja Mamoru,60,COMPLETED,12
5,kaotikmynd,670,Lamune,80,COMPLETED,12
5,kaotikmynd,743,Ocean Waves,90,COMPLETED,1
5,kaotikmynd,817,Tactical Roar,70,COMPLETED,13
5,kaotikmynd,834,BLEACH: The Sealed Sword Frenzy,80,COMPLETED,1
5,kaotikmynd,849,The Melancholy of Haruhi Suzumiya,100,COMPLETED,14
5,kaotikmynd,853,Ouran High School Host Club,100,COMPLETED,26
5,kaotikmynd,857,Air Gear,90,COMPLETED,25
5,kaotikmynd,878,Zegapain,100,COMPLETED,26
5,kaotikmynd,889,Black Lagoon,100,COMPLETED,12
5,kaotikmynd,916,Tokko,90,COMPLETED,13
5,kaotikmynd,1005,Star Ocean EX,60,COMPLETED,26
5,kaotikmynd,1067,Demonbane,90,COMPLETED,12
5,kaotikmynd,1086,Mars Daybreak,80,COMPLETED,26
5,kaotikmynd,1140,Origin: Spirits of the Past,100,COMPLETED,1
5,kaotikmynd,1195,The Familiar of Zero,90,COMPLETED,13
5,kaotikmynd,1218,Tonagura!,90,COMPLETED,13
5,kaotikmynd,1250,Elemental Gelade,90,COMPLETED,26
5,kaotikmynd,1482,D.Gray-man,80,COMPLETED,103
5,kaotikmynd,1519,Black Lagoon: The Second Barrage,100,COMPLETED,12
5,kaotikmynd,1536,Arms Alchemy,90,COMPLETED,26
5,kaotikmynd,1538,Pumpkin Scissors,100,COMPLETED,24
5,kaotikmynd,1543,Brighter Than the Dawning Blue,80,COMPLETED,12
5,kaotikmynd,1557,Shonen Onmyoji,80,COMPLETED,26
5,kaotikmynd,1559,Kenichi: The Mightiest Disciple,90,COMPLETED,50
5,kaotikmynd,1570,Happiness!,90,COMPLETED,12
5,kaotikmynd,1575,Code Geass: Lelouch of the Rebellion,80,COMPLETED,25
5,kaotikmynd,1606,Kekkaishi,80,COMPLETED,52
5,kaotikmynd,1686,Bleach the Movie: Memories of Nobody,60,COMPLETED,1
5,kaotikmynd,1691,Kaze no Stigma,80,COMPLETED,24
5,kaotikmynd,1698,Nodame Cantabile,90,COMPLETED,23
5,kaotikmynd,1727,Polyphonica,80,COMPLETED,12
5,kaotikmynd,1734,Ajimu: Kaigan Monogatari,80,COMPLETED,4
5,kaotikmynd,1807,Prism Ark,70,COMPLETED,12
5,kaotikmynd,1815,Shakugan no Shana: The Movie,90,COMPLETED,1
5,kaotikmynd,1838,Honey x Honey Drops,70,COMPLETED,2
5,kaotikmynd,1840,The Familiar of Zero: Knight of the Twin Moons,80,COMPLETED,12
5,kaotikmynd,1860,Tokyo Majin,80,COMPLETED,14
5,kaotikmynd,1868,Giniro no Olynsis: TOKITO,70,COMPLETED,12
5,kaotikmynd,2002,Heroic Age,100,COMPLETED,26
5,kaotikmynd,2031,Shining Tears X Wind,90,COMPLETED,13
5,kaotikmynd,2034,Lovely Complex,80,COMPLETED,24
5,kaotikmynd,2129,True Tears,80,COMPLETED,13
5,kaotikmynd,2472,Naruto Shippuden the Movie,100,COMPLETED,1
5,kaotikmynd,2593,the Garden of sinners Chapter 1: Thanatos. (Overlooking View),70,COMPLETED,1
5,kaotikmynd,2683,Tokyo Majin Season 2,90,COMPLETED,12
5,kaotikmynd,2787,Shakugan no Shana: Season II ,90,COMPLETED,24
5,kaotikmynd,2889,Bleach the Movie: The DiamondDust Rebellion,90,COMPLETED,1
5,kaotikmynd,2924,ef ~ A Tale of Memories,90,COMPLETED,12
5,kaotikmynd,2927,Kimikiss,80,COMPLETED,24
5,kaotikmynd,3166,Ayakashi,80,COMPLETED,12
5,kaotikmynd,3298,Hatenkou Yugi,80,COMPLETED,10
5,kaotikmynd,3467,Haruka Nogizaka's Secret,90,COMPLETED,12
5,kaotikmynd,3470,S.A: Special A,100,COMPLETED,24
5,kaotikmynd,3549,Allison & Lillia,80,COMPLETED,26
5,kaotikmynd,3613,Library War,100,COMPLETED,12
